NetLoad,UncontrolledCharging,V1G,V2G,SystemLoad,OnlyV2G,NetLoad_weekend,UncontrolledCharging_weekend,V1G_weekend,V2G_weekend,SystemLoad_weekend,OnlyV2G_weekend
18.4821898568368,18.6712227202336,18.4951336327843,20.2329802830344,17.853821957298,17.4017463923697,17.7077807623015,18.5613120697124,18.0356641334047,18.7869003112938,17.853821957298,17.6497203299569
32.6293313656297,33.0539598771917,32.0038276375266,31.0440609375488,32.4616096668824,29.0213068121338,30.624644224666,31.5775285309181,29.9242349021727,29.7852840364203,32.4616096668824,28.9552534686379
47.9201773209989,46.4853551264471,35.8249016713094,32.308029470644,31.0797918880966,38.8556974733163,47.6553638330739,47.6293716784706,31.4064917523355,27.1232639654801,31.0797918880966,37.6110066710555
99.1918649152394,100.399108902625,96.780686895405,95.7339851522967,97.81484386724,85.0936598693389,93.4659198545138,96.8834447955627,90.6415498157351,90.4189336258984,97.81484386724,85.2367283475563
91.7790671817262,110.448854264775,98.0741901158959,84.0254001868293,91.2928940649869,101.304390050232,91.5359806233566,108.471693455797,100.736367876866,81.6704827532174,91.2928940649869,107.985734102001
102.587263091504,105.061017397239,102.587263091504,100.969847947454,105.150157967213,105.119112831113,100.262230610459,101.933742119025,100.481337893485,95.5798656298952,105.150157967213,98.8559192688542
135.418719625356,137.959954890334,81.7588310764495,71.2155401732061,25.6412444896202,14.8622226221364,99.4486254539121,97.3057818783396,94.5409075797755,75.0767926904231,25.6412444896202,20.0646663779278
89.5907389244207,93.1031302558051,61.5092879163833,63.8895893525629,35.9278664017781,8.95803926253066,79.8679385809064,78.7164150406883,100.507887803194,89.995830575785,35.9278664017781,19.3896445024362
144.022430693336,168.792522900087,147.197498358088,128.005710785464,137.044883289308,152.415230644741,140.533656991322,165.937503634187,148.948261623319,113.696637547652,137.044883289308,159.227651002851
149.873683958272,158.137003294199,148.026899965331,143.940677829068,151.058291002709,134.629559364091,141.383331755054,149.598901484475,142.061579089269,138.360002610667,151.058291002709,134.518040330143
189.696705690558,200.721422326806,184.658517303048,166.548128420523,157.871610496168,162.601923574638,170.335364953197,186.706712566465,174.53113473568,146.87013901305,157.871610496168,163.743391536472
179.463140330873,195.766307726944,192.445259984469,185.152158571754,171.456905753887,172.190514163447,175.459733977477,195.398121210257,180.124823674147,176.196446491511,171.456905753887,173.343771191348
183.795632726375,185.667370325442,103.749478824384,57.2349416654912,39.2473114787384,14.6536768803214,83.3290319486433,80.3368550253884,75.1903411625366,57.6038405734663,39.2473114787384,16.0618638201888
195.382879833966,203.499998440988,186.069263124484,156.251237718019,116.822728338689,117.201867432833,155.420277822844,168.312193006921,146.374735590194,127.674831423877,116.822728338689,124.471399481504
210.825255829589,218.227647275499,188.438981486174,157.163647907041,150.077370285051,141.122186327407,174.175492312545,177.55226577179,173.074833076898,154.950135302512,150.077370285051,141.276734124348
208.867449803713,245.893220797016,222.254992673059,199.764476671984,208.867449803713,225.277098020765,208.867449803713,242.449393612148,218.825031054144,184.018470418003,208.867449803713,231.70134214897
206.23599548353,198.127571679433,130.88938992508,126.244626709008,55.5460226232541,40.914200351689,178.279712808249,167.226243107577,134.61857345179,137.68555008119,55.5460226232541,42.122474117877
215.862483803417,246.10561877549,222.859352393333,203.277932321447,212.977891349385,215.504973410533,214.420187576401,242.555728257998,223.425266223553,205.714722267873,212.977891349385,218.746936796953
179.638056283825,191.381044100739,157.677446600232,117.878132723751,69.4708813811694,68.0081689728906,157.630911485616,163.823395845887,122.703851722798,99.9304889019572,69.4708813811694,68.0639897827234
231.065095025844,247.306472281273,197.460439580831,176.299385178588,169.444766666177,174.457198666509,200.25493084601,223.432721892946,205.542425242159,161.888664574047,169.444766666177,182.72551469428
230.213941999509,250.329255962136,224.281158863894,199.079817275152,197.459716956867,211.51234144635,213.836829478188,241.130708616367,223.397794033347,158.087372870054,197.459716956867,218.455494123543
182.141411206495,174.826687707195,128.10577153373,122.273234430246,21.9918138031076,18.7502906426203,144.726701840371,144.844431671631,98.4810191181167,82.897117714596,21.9918138031076,22.1972537025775
253.407843420517,287.934473878483,258.159513346149,227.201677384082,249.804377179486,257.666499828523,250.844186133116,283.089001789257,261.332372259002,218.264719819283,249.804377179486,260.766736256369
256.299450894572,290.576069383511,263.284434345952,244.147116643641,252.27403956017,260.556612499525,255.035674340814,286.822747320466,261.252053247366,218.249521969743,252.27403956017,258.147459132358
224.730654023276,241.409414984951,203.59817970491,163.798865828429,107.458201942754,113.928902077568,166.891863181506,189.336531622668,163.293269436518,145.851222006635,107.458201942754,113.984722887401
318.891421292424,332.185848023239,314.697851821515,305.816491179092,320.477138047662,283.002502885404,301.270120382045,316.417095473155,299.153452131574,294.224897267202,320.477138047662,282.853903560786
240.913306686541,267.950698770669,249.775962449103,224.455569561463,173.257457107345,208.762008900692,217.36066788674,253.442652179577,230.55041188159,206.837265683548,173.257457107345,202.760295560029
322.866841363242,364.32924720776,333.066472915155,298.842001905161,308.865389542206,340.377208018009,310.574450107396,359.99899075326,328.135969755822,274.324089774852,308.865389542206,340.998369785254
299.781646852858,308.564454643914,270.948030602962,269.278288894695,200.01224800176,162.240996766648,270.157142416989,284.749020316668,250.761152490088,246.674951770489,200.01224800176,184.46716502614
298.218856084634,308.59471430185,279.737633233266,267.545979790719,263.669776158702,245.1453722862,274.083321937638,289.612747499128,264.303263173043,254.618628812347,263.669776158702,247.438633857266
295.144422414483,331.333441400672,303.673254983534,271.521410227915,273.458284557745,272.330700144585,285.861270485454,322.04892358856,288.453821192847,242.421118475595,273.458284557745,272.327508323964
319.445798797717,333.303440567659,315.846589254882,282.537016697408,305.379570141379,279.93249924176,294.926613085112,314.092279225557,303.505482594723,280.496863716018,305.379570141379,286.692500511167
285.013649549917,290.481735763003,262.730055760393,242.637865750688,52.5483161254494,68.2303028797199,263.597335479326,277.229444135647,253.227081110961,212.771702421303,52.5483161254494,63.1087992551752
325.858124420135,371.515867053463,332.304057448015,305.070953785437,324.837532453289,340.315124291037,322.055211785996,367.323401303628,334.749543343406,281.863756331386,324.837532453289,346.207380221427
298.346908014392,319.03846754816,270.89228895772,261.193538660109,239.846729286822,240.911184898248,269.614631361131,297.898971761242,258.118695154024,208.908775903011,239.846729286822,241.968466499909
324.88679223942,372.064407687332,333.66779040209,283.610356878943,326.709347489792,332.363685577268,324.402844097689,366.237697856646,339.044465408283,275.045126273999,326.709347489792,335.647117036902
347.741489013558,370.593355351038,339.888320323187,309.39714664589,304.826091736719,286.372130992985,322.307834128436,353.300030330443,313.704768267416,276.052410944826,304.826091736719,294.773472156724
237.487763619873,223.49961459417,178.204270555881,166.419881726504,62.7207974900159,69.8777513348973,215.763470838486,211.18394084515,144.439387091874,104.762883636952,62.7207974900159,74.2623785035559
381.37550615046,430.285737961571,388.648291492061,358.265223227998,380.821843712699,385.766591669049,381.098674931579,425.287075106467,390.168424898651,335.07685892248,380.821843712699,385.365070004583
236.406209934048,246.433772039392,226.042334849606,202.429394539582,115.396167464715,86.1413900299037,186.318658519376,198.427503827543,164.836603823839,159.228845483181,115.396167464715,84.0205864695116
418.291874728576,488.933418977645,428.129592224926,389.985094809044,415.448810903938,416.930568737509,416.870342816257,485.552156394275,425.334757936562,353.312573545888,415.448810903938,417.280057600172
411.637908663948,455.522887692297,419.370321751359,388.734256997956,412.477683309645,412.062204614998,408.349332031266,449.5111441293,417.759589611494,363.231070991731,412.477683309645,413.626019740764
410.884769442138,444.953201167835,416.605398667584,392.547400488831,407.669832868165,400.566403807909,405.035999419758,438.215685222906,413.04121585721,361.168781571383,407.669832868165,406.838415203349
429.452650386807,465.148245547733,436.824398560714,413.527404696281,435.109708901225,414.986350543349,428.627862828023,461.505204088469,436.141282229713,390.963140830009,435.109708901225,429.023818959002
287.118934437141,263.114274730439,266.188200386533,263.273152200641,43.8701998739492,40.360726084881,276.625128837164,252.205762537227,225.376270183132,215.953146751413,43.8701998739492,44.7250164718041
405.72312020416,423.213842418361,393.703651718459,364.541091116221,353.715948471437,340.108026810209,373.963050029026,397.671087831506,358.543736003815,320.132662679275,353.715948471437,349.201336649939
414.201123836425,460.058247271621,424.223559178612,395.171025281984,414.201123836425,415.813726411589,414.201123836425,455.511302157828,427.133710535645,384.691296205016,414.201123836425,423.472381490796
456.454220705888,484.37115761619,463.120974797016,440.010892823486,453.73685823235,423.41040360684,446.929747402333,480.090202275953,456.154355542251,411.712052905708,453.73685823235,444.074944142339
448.518962426282,484.960296370717,456.562996997992,430.506052407593,448.27486173665,438.75805652912,443.280842735511,478.892111905006,451.112772363357,399.823066814594,448.27486173665,443.829051972325
329.56498982725,340.678634906266,286.194883083579,262.027473425123,79.2348408439629,92.7632514510628,258.463630314362,260.265794786846,243.10190216016,232.402221056497,79.2348408439629,89.2741207033217
449.787179999183,474.681806836825,455.885688698813,427.129142660646,437.530565462557,419.173596173366,437.631519741672,469.551278230611,444.992209665288,397.740547474551,437.530565462557,429.306831997737
451.966212032603,521.450514177906,464.573470461336,415.764931994325,452.730571440673,469.241591208825,451.726148360794,514.086895752644,467.91780075593,391.965101210129,452.730571440673,472.538991943136
485.690393360521,534.05578129793,486.25860244443,445.61063085632,467.176218772438,481.664733024839,472.178297238338,526.354190959907,485.442660304795,413.538329168567,467.176218772438,486.358718194497
475.356560040788,540.90522128414,487.392955637637,427.211758673956,476.73606341962,485.840503014038,472.026250814999,532.362449761068,489.043539160848,406.086540781507,476.73606341962,490.580690041671
488.086436164963,522.884835448083,482.962391684271,454.177045715663,447.056720889851,455.606714997577,467.571578527407,515.604009007081,472.864973999705,385.184402274054,447.056720889851,458.749612536991
547.109449428053,567.828147891476,530.378109877958,523.123869447646,515.445926720335,497.263728945281,515.096760303933,542.806732759361,533.934002930303,507.710051556522,515.445926720335,500.230352085714
493.939278095724,515.248908067462,472.921296280471,431.378204904645,454.239613436304,421.598231053371,456.539587660462,484.675984798889,439.520761410993,396.681679574685,454.239613436304,428.894029382292
494.120674471935,522.312454215532,496.257948128174,465.070599534412,457.473107825434,432.808050654729,476.470280619281,508.695361029799,478.400611226034,431.15585739786,457.473107825434,453.04114016599
508.267584709433,539.865816881951,503.811141873519,477.010950884314,467.44462387743,473.447229358704,484.699736613346,527.23811660215,491.67913873118,430.933208436632,467.44462387743,480.14516749161
546.038519394882,576.398244661402,548.114151436322,501.162516865813,554.454734358277,517.786809686706,523.579428999298,561.678495273094,526.887160367256,466.685326318355,554.454734358277,519.961681641877
573.914913264938,642.776168672737,587.145653098897,535.924449670021,582.666996986265,584.619735521543,573.914913264938,636.616861462123,587.659513827512,509.357883188086,582.666996986265,587.390723251296
553.815869199078,598.151317664533,568.249332324568,536.656499246832,536.238803250126,525.124044600014,545.765074629591,590.59812972786,556.871615659424,487.376771638309,536.238803250126,536.915838978501
541.091559277175,601.226239626878,545.001020003298,515.487365332263,518.760728779596,506.132667589182,530.947213028431,593.255901583964,541.714215993268,441.024314510958,518.760728779596,518.323391557286
545.071917881227,574.092092671254,498.96282950226,467.690707375027,405.760555186329,380.333779651062,472.203199027701,506.133498838628,446.942798257041,412.421850877812,405.760555186329,390.185569164399
637.170578487396,659.540736306557,623.779800648638,580.567967253075,597.204252126511,565.734280037552,590.530942831199,619.429517988724,582.870439751407,548.515878239936,597.204252126511,580.139064144296
685.027743401484,707.002610282263,706.425027441143,672.98343606696,632.993291712397,638.964532134126,640.251049281465,668.560901679568,667.087201864116,657.085485936655,632.993291712397,638.382771689125
762.255039893781,847.145827606346,777.224006080125,727.774642412348,767.546502353215,764.35563394926,759.383720208574,837.885190683382,777.688048366513,675.449841245434,767.546502353215,772.727223720966
592.159364978627,636.884423321227,604.707176373762,565.358703206094,462.401882500278,475.468741903696,529.859286711039,596.061482750634,539.844245822192,469.706013242996,462.401882500278,467.596452234923
722.334733363349,710.95273354866,668.606201305443,629.915249772459,475.778621401615,440.186400300258,664.95487154519,687.624899527339,666.505876975844,627.250398952722,475.778621401615,461.889963932406
606.285154748748,653.601765221164,618.832966143882,579.185837315405,480.436015557739,489.295876013006,545.81734056452,617.000604407832,557.878378879652,487.740146300457,480.436015557739,485.57088556033
787.114007509043,874.264756619215,808.223719190431,727.106851505376,790.586248886682,785.368465950705,787.109392306177,868.036556782267,806.62150470963,707.5445558569,790.586248886682,801.215424813601
812.538195434371,928.90505515065,840.588250033972,779.427872724216,812.538195434371,829.618550649865,812.532816391662,922.080831379655,835.210308312738,699.392072853734,812.538195434371,823.49358246289
844.954492954491,923.784685904902,858.792463540839,806.277177120913,851.704881723444,830.652869641685,840.116152184132,912.857977643988,857.13878268957,757.73809878253,851.704881723444,846.659137672476
859.304149137333,948.363310130679,880.610521993332,790.818664334317,889.344883337501,871.192945307901,859.300467734735,937.960817419022,880.053569220867,761.762123671283,889.344883337501,889.992597223444
859.339628531481,952.519939335159,880.648698000202,790.857153213319,889.377532591358,871.22604450158,859.335947128883,942.529739007791,881.715676721625,761.800612550287,889.377532591358,890.02623216461
870.315123675152,970.67606294771,894.267402642582,815.313069800467,890.796317942641,876.212595314568,870.310508472286,959.85374797154,903.800096328951,802.882951447245,890.796317942641,901.017863385397
901.302744477691,988.619052310259,916.125681596298,858.154849465916,911.974494586387,891.639768005275,900.146112798494,977.879345882467,916.778130625644,814.726647318388,911.974494586387,910.916823243662
895.990560289351,962.887898693227,922.529772549741,851.859307596211,933.978383623219,917.421568531652,895.893212326581,955.762083983398,915.691218176242,834.271498032874,933.978383623219,933.374751902815
907.618265970214,1006.61729991161,929.39209041124,882.093343845147,934.840002106821,909.343764378068,907.54570607607,997.785512849473,923.726718352548,810.184449980094,934.840002106821,930.762681394988
1006.76251267295,1077.85188638491,1015.07440836685,952.61735968879,888.301741182544,894.304364361776,950.119713318144,1036.69961841701,954.719364504578,836.381230336564,888.301741182544,889.903285810243
1128.2561610776,1248.79153756833,1156.23276539276,1038.34063744034,1167.69572831536,1143.86349804636,1128.2513275726,1235.49421588932,1156.92204507894,1000.19079344186,1167.69572831536,1168.54700780435
1597.53738318529,1776.92843706551,1626.65202239569,1519.26482937903,1557.12385851007,1568.83231756463,1579.7769246171,1755.17417669701,1610.54863572435,1388.94518175672,1557.12385851007,1562.75899309773
2597.17787506354,2852.27161510589,2652.4938353513,2450.67314501489,2669.54276913804,2623.25689888134,2597.17397596322,2825.41118998009,2649.48366345165,2337.61569200195,2669.54276913804,2648.6861967582
2633.28419647989,2891.61321424264,2688.73923721774,2487.94047021391,2710.57789401078,2663.62355195478,2633.27998466142,2863.92820434825,2685.61508411802,2371.18139762213,2710.57789401078,2686.75985685764
3025.52735405914,3259.44551787296,3105.44765175917,2922.66293370501,3145.04390783423,3072.94000319846,3014.7877040582,3231.46398801887,3086.01018623716,2809.61202233713,3145.04390783423,3095.63358272486
